,model_name,param,used_statistics,vote,score
1534,LGB,"{'n_estimators': 400, 'max_depth': 25, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,128.0
1535,Voting,{'weights_nr': 0},"['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,131.0
1536,RFC,"{'n_estimators': 500, 'max_depth': 25, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,146.5
1537,XGB,"{'n_estimators': 500, 'max_depth': 50, 'learning_rate': 0.1, 'subsample': 0.6, 'colsample_bytree': 0.8, 'gamma': 0.0}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,154.0
1538,LGB,"{'n_estimators': 200, 'max_depth': 50, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,146.5
1539,Voting,{'weights_nr': 1},"['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,136.0
1540,RFC,"{'n_estimators': 400, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2'}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,141.5
1541,XGB,"{'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.2, 'subsample': 0.8, 'colsample_bytree': 0.5, 'gamma': 0.3}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,154.0
1542,LGB,"{'n_estimators': 200, 'max_depth': 50, 'learning_rate': 0.01, 'subsample': 0.6, 'colsample_bytree': 0.8}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,125.5
1543,Voting,{'weights_nr': 5},"['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,136.0
1544,RFC,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt'}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,120.5
1545,XGB,"{'n_estimators': 300, 'max_depth': 100, 'learning_rate': 0.2, 'subsample': 1.0, 'colsample_bytree': 0.8, 'gamma': 0.0}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,141.5
1546,LGB,"{'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.2, 'subsample': 1.0, 'colsample_bytree': 1.0}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",False,122.0
1547,Voting,{'weights_nr': 2},"['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,125.5
1548,RFC,"{'n_estimators': 100, 'max_depth': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2'}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,120.5
1549,XGB,"{'n_estimators': 500, 'max_depth': 50, 'learning_rate': 0.2, 'subsample': 0.8, 'colsample_bytree': 0.5, 'gamma': 0.2}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,154.0
1550,LGB,"{'n_estimators': 100, 'max_depth': 25, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 1.0}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,136.0
1551,Voting,{'weights_nr': 5},"['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,136.0
1552,RFC,"{'n_estimators': 200, 'max_depth': 25, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2'}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,141.5
1553,XGB,"{'n_estimators': 100, 'max_depth': 50, 'learning_rate': 0.2, 'subsample': 1.0, 'colsample_bytree': 1.0, 'gamma': 0.0}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,131.0
1554,LGB,"{'n_estimators': 400, 'max_depth': 25, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.5}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,131.0
1555,Voting,{'weights_nr': 0},"['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,131.0
1556,RFC,"{'n_estimators': 400, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,146.5
1557,XGB,"{'n_estimators': 100, 'max_depth': 50, 'learning_rate': 0.01, 'subsample': 1.0, 'colsample_bytree': 0.5, 'gamma': 0.4}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,131.0
1558,LGB,"{'n_estimators': 400, 'max_depth': 50, 'learning_rate': 0.01, 'subsample': 0.8, 'colsample_bytree': 0.8}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,125.5
1559,Voting,{'weights_nr': 3},"['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,136.0
1560,RFC,"{'n_estimators': 100, 'max_depth': 100, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,131.0
1561,XGB,"{'n_estimators': 100, 'max_depth': 50, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.5, 'gamma': 0.3}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,125.5
1562,LGB,"{'n_estimators': 200, 'max_depth': None, 'learning_rate': 0.2, 'subsample': 0.8, 'colsample_bytree': 0.8}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,136.0
1563,Voting,{'weights_nr': 2},"['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,131.0
1564,RFC,"{'n_estimators': 200, 'max_depth': 25, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,136.0
1565,XGB,"{'n_estimators': 500, 'max_depth': 100, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.5, 'gamma': 0.3}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,149.0
1566,LGB,"{'n_estimators': 100, 'max_depth': None, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 1.0}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,136.0
1567,Voting,{'weights_nr': 1},"['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,136.0
1568,RFC,"{'n_estimators': 500, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2'}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,141.5
1569,XGB,"{'n_estimators': 500, 'max_depth': 100, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.5, 'gamma': 0.3}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,154.0
1570,LGB,"{'n_estimators': 500, 'max_depth': 50, 'learning_rate': 0.01, 'subsample': 0.6, 'colsample_bytree': 0.5}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,125.5
1571,Voting,{'weights_nr': 1},"['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,136.0
1572,RFC,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt'}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,136.0
1573,XGB,"{'n_estimators': 500, 'max_depth': 25, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0, 'gamma': 0.4}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,131.0
1574,LGB,"{'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.01, 'subsample': 0.6, 'colsample_bytree': 1.0}","['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,125.5
1575,Voting,{'weights_nr': 2},"['STL' 'FTM_2' 'STL_per_GP' 'PIE_per_GP' 'FTA' 'FG3M_per_GP' 'POTM'
 'All-Star' 'MIN' 'FGM_2' 'FP' 'DD' 'GP' 'FTA_per_GP' 'PTS' 'REB' 'DPOY'
 'FT_PCT' 'REB_per_GP' 'All-Star-MVP' 'L' 'TD' 'FG3_PCT' 'BLK_per_GP'
 'PTS_per_GP' 'AST' 'PIE' 'W' 'FG3M_2' 'TO_per_GP' 'FGM_per_GP' 'FGA'
 'FTM_per_GP' 'ROTM']",True,136.0
